gene_id,symbol,SK-OV-3,SK-MEL-5,SK-MEL-28,SF539,SF295,SF268,RPMI-8226,PC-3,OVCAR-8,OVCAR-4,T47D,OVCAR-3,UACC-62,UACC-257,U251,U031,NCI-H522,NCI-H322M,EKVX,DU-145,BT-549,ACHN,A498,HOP-62,HOP-92,Hs-578-T,HT-29,NCI-H23,NCI-H226,NCI-H460,MDA-MB-231,MCF7,LOXIMVI,KM12,IGROV-1,MDA-MB-468,HCT-116,HCT-15,K-562,HL-60,SW620,A549,CAKI-1
SIDG02132,BBC3,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,1,-1
SIDG02153,BCAR1,1,-1,-1,0,1,-1,1,0,-1,-1,0,-1,-1,-1,0,1,0,1,0,0,-1,1,1,1,0,-1,0,1,0,0,-1,2,1,0,0,1,0,0,0,0,2,0,1
SIDG02177,BCL2,0,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,0,1,-1,-1,-1,0,-1,2,0,-1,-1,-1,0,0,-1,1,-2,-1,-1
SIDG02178,BCL2A1,0,0,0,1,0,-1,1,-1,-1,-1,0,-1,-1,2,1,-1,-1,1,1,0,-1,0,0,-1,-1,-1,1,0,1,1,-1,1,-1,0,0,-1,-1,0,0,0,0,1,-1
SIDG02179,BCL2L1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,-1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1
SIDG02183,BCL2L11,-1,-1,1,-1,0,1,0,0,1,0,-1,0,1,0,0,-1,1,0,0,-1,-1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
SIDG02189,BCL3,0,-1,1,1,1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,0,1,-1,-1,-1,0,-1,0,-1,0,1,-1,0,0,0,-1,1,-1
SIDG02191,BCL6,0,1,1,1,0,-1,1,0,-1,0,1,1,1,0,1,1,1,1,-1,1,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,1
SIDG02200,BCL10,-1,-1,1,1,0,1,-1,1,1,1,-1,0,-1,1,1,0,1,0,1,-1,1,0,-1,-1,1,1,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,-1,-1
SIDG02230,BDKRB1,0,0,-1,-1,-1,2,-1,1,-1,0,1,1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,-1,-1,0,-1,1,0,-2,-1,0,0,-1,0,0,-1,0,-1,0,-1
SIDG02231,BDKRB2,0,0,-1,-1,-1,2,-1,1,-1,0,1,1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,-1,-1,0,-1,1,0,1,-1,0,0,-1,0,0,-1,0,-1,0,-1
SIDG02233,BDNF,1,0,-1,0,-1,2,-1,1,-1,-1,1,1,0,-1,1,1,1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,0,0,-1,2,0,-1,2,0,0,0,0,1,1,0
SIDG02239,BECN1,1,0,0,-1,1,1,0,1,1,-1,1,1,0,0,1,-1,1,-1,-1,0,-1,1,1,0,0,-1,-1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,-1,1,0
SIDG02294,BID,0,1,1,-1,1,-1,-2,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,0,-1,0,1,0,-1,-1,-1
SIDG02302,BIRC2,2,-1,-1,-1,0,2,0,1,1,2,1,-1,0,1,-1,1,1,1,2,1,0,0,-1,-1,-1,1,1,-1,0,0,1,-1,1,0,0,1,0,0,0,0,1,-1,-1
SIDG02303,BIRC3,0,-1,-1,-1,0,2,0,1,1,2,1,-1,0,1,-1,1,1,1,2,1,0,0,-1,-1,-1,1,1,-1,0,0,1,-1,1,0,0,1,0,0,0,0,1,-1,-1
SIDG02304,BIRC5,0,2,0,-1,1,1,0,1,1,1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,1,1,1,-1,-1,0,0,1,0,-1,1,-1,0,1,1,0,0,0,1,1,1
SIDG02320,BLNK,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,0,-1,1,-1,0,0,0,1,1,1,0,-1,0,0,-1,1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,1
SIDG02344,BMP2,1,1,1,0,0,1,0,0,1,0,1,-1,1,2,0,1,0,0,1,-1,0,0,-1,1,-1,1,0,0,-1,1,0,-1,1,0,1,1,0,0,-1,0,2,1,-1
SIDG02348,BMP4,0,-1,-1,0,-1,0,-1,1,1,0,1,1,1,-1,0,0,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,1,1,1,0,0,0,-1,0,0,-1,0,0,0,-1
SIDG02349,BMP5,1,-1,0,1,0,1,0,0,1,1,1,1,-1,1,0,0,2,0,-1,1,1,0,-1,1,-1,2,0,0,1,0,1,2,2,0,-1,1,0,0,0,0,0,-1,-1
SIDG02350,BMP6,0,1,0,1,0,1,1,0,1,2,0,0,-1,1,0,-1,1,-1,-1,0,1,0,-1,1,-1,1,0,-1,0,-1,1,1,1,-1,-1,1,0,0,1,0,0,-1,-1
SIDG02352,BMP7,0,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,2,0,1,1,1,1,1,1,0,-1,0,0,0,1,0,1
SIDG02354,BMP8A,0,-1,1,1,0,1,1,0,-1,0,-1,-1,0,1,1,-1,1,-1,2,-1,1,-1,-1,-1,0,1,0,-1,0,-1,-1,-1,0,0,-1,1,-1,0,1,0,-1,-1,0
SIDG02355,BMP8B,0,-1,1,1,0,1,1,0,-1,0,-1,-1,0,1,1,-1,1,-1,2,-1,1,-1,-1,-1,0,1,0,-1,0,-1,-1,-1,0,0,-1,1,-1,0,1,0,-1,-1,0
SIDG02359,BMPR1A,-1,-1,-1,-2,-1,-1,-1,-1,0,2,1,1,-1,-1,0,-1,1,0,0,0,0,1,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,1
SIDG02362,BMPR1B,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-2,0,0,1,-1,-1,0,0,0,-1,-1,1,0,-1,0,0,1,-1,0,-1,-1,1,0,0,0,0,-1,0
SIDG02364,BMPR2,0,-1,1,1,0,1,0,0,-1,0,-1,0,1,1,0,-1,1,1,0,-1,-1,1,1,1,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,-1,0,1,0,0
SIDG02393,BNIP3,0,-1,0,-1,-1,-1,-2,-1,0,0,-1,1,-1,-2,1,-1,1,1,0,0,-2,1,-1,-1,0,-1,-1,-1,-1,1,0,-1,-1,0,0,-1,-2,0,-1,0,0,-1,0
SIDG02438,BOC,0,1,1,1,0,-1,0,1,1,1,1,1,1,0,0,1,0,-1,-1,-1,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,1
SIDG02491,BRAF,-1,1,1,0,1,1,1,1,1,2,-1,0,1,1,1,1,-1,-1,0,0,0,1,1,0,2,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1
SIDG02494,BRAP,0,1,0,0,0,-1,0,1,1,-1,1,0,0,2,-1,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,0,1,0,-1,1,1,0,-1,0,0,0,0,0,0,1
SIDG02590,BTC,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG02637,BTRC,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,2,-1,-1,0,-1,1,-1,0,0,0,1,1,1,0,-1,0,0,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,0
SIDG02640,BUB1,-1,-1,1,-1,0,1,0,0,1,0,-1,0,1,0,0,-1,1,0,0,-1,-1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
SIDG02641,BUB1B,2,0,-1,1,-1,0,-1,1,-1,-1,0,0,-1,-1,0,-2,0,1,1,0,-1,0,0,-1,-1,-1,1,0,-1,1,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0
SIDG02644,BUB3,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,1,1,0,0,-2,1,-1,-1,0,-1,0,-1,-1,1,0,-1,-1,0,0,-1,2,0,-1,0,0,0,0
SIDG03278,CAB39,0,0,1,1,0,1,-1,0,-1,-1,-1,-1,1,0,0,-1,1,0,0,-1,-1,1,-1,0,0,1,0,0,0,1,-1,-1,1,0,0,-1,0,0,-1,0,0,0,0
SIDG03279,CAB39L,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,-1,0,1,-1,1
SIDG03297,CACNA1A,0,-1,0,-1,1,0,0,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,0,0,0,-1,-1,-1
SIDG03298,CACNA1B,0,-1,-1,0,0,0,1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-2,-1,0,0,-1,0,0,0,-1,-1,-1
SIDG03299,CACNA1C,-1,0,0,0,0,1,0,-1,1,0,0,-1,0,-2,0,-2,-1,1,0,-1,0,1,-1,1,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,0,0,-1,0,1,0,1
SIDG03307,CACNA1D,2,1,0,-1,0,-1,0,1,1,0,-1,0,-1,-1,0,1,-1,-1,-1,-1,0,-1,-1,0,0,1,-2,-1,-1,0,0,-1,0,0,-1,-1,-1,0,-1,0,0,-1,-1
SIDG03310,CACNA1G,0,0,0,1,1,1,0,1,1,-1,1,-1,0,0,1,-1,1,-1,-1,0,-1,1,1,1,0,-1,0,0,0,1,0,-1,1,0,0,-1,1,0,0,0,0,1,0
SIDG03312,CACNA1H,0,-1,0,-1,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1
SIDG03313,CACNA1I,-1,1,2,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1
SIDG03315,CACNA2D1,-1,1,1,0,2,1,1,1,-1,1,1,1,2,1,0,2,1,1,2,1,1,2,2,0,2,1,1,1,1,1,0,2,0,1,1,-1,1,0,1,0,1,1,1
SIDG03316,CACNA2D2,-1,1,-1,-1,0,1,0,0,1,-1,-1,1,-1,-2,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,-2,0,0,-1,-1,-1,0,-1,0,-1,-1,-1
SIDG03317,CACNA2D3,-1,1,0,-1,0,-1,0,1,1,0,-1,0,-1,-1,0,1,0,-1,-1,-1,0,0,-1,0,0,1,-1,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,0,0,-1,-1
SIDG03319,CACNA2D4,-1,0,-1,0,0,1,0,-1,1,0,0,-1,0,-1,0,1,-1,1,0,-1,0,1,-1,1,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,0,0,-1,0,1,0,1
SIDG03320,CACNB1,1,0,0,0,1,1,0,-1,-1,-1,1,-1,0,0,1,-1,1,-1,-1,0,-1,1,0,0,0,-1,0,0,0,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0
SIDG03321,CACNB2,0,-1,-1,-1,-1,-1,0,-2,-1,1,1,-1,-1,-1,-1,0,1,1,2,-1,0,0,0,-1,1,-1,0,0,0,-1,0,2,0,0,0,-1,1,0,0,-1,0,1,0
SIDG03322,CACNB3,0,0,-1,-1,0,0,0,1,-1,0,1,0,0,0,-1,1,0,0,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,1,1,0,0,-1,-1,0,0,0,1,0,1
SIDG03323,CACNB4,0,-1,-1,1,0,-1,1,0,-1,0,-1,0,1,1,0,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
SIDG03327,CACNG4,0,1,1,1,1,1,0,1,1,-1,1,0,1,1,1,-1,1,-1,1,0,-1,1,1,1,1,-1,2,0,0,1,0,1,1,0,0,-1,2,0,0,0,1,1,2
SIDG03329,CACNG6,0,-1,1,1,1,0,0,1,-1,2,-1,1,1,1,0,-1,-1,-1,0,-1,-1,-1,1,-1,1,0,1,-1,1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,1,-1
SIDG03330,CACNG7,0,-1,1,1,1,0,0,1,-1,2,-1,1,1,1,0,-1,-1,-1,0,-1,-1,-1,1,-1,1,0,1,-1,1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,1,-1
SIDG03331,CACNG8,0,-1,1,1,1,0,0,1,-1,2,-1,1,1,1,0,-1,-1,-1,0,-1,-1,-1,1,-1,1,0,1,-1,1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,1,-1
SIDG03335,CACYBP,0,0,0,1,0,1,1,-2,-1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
SIDG03368,CALM1,0,0,-1,-1,-1,0,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,-1,-1,0,0,1,0,1,-1,0,0,-1,0,0,-1,0,0,0,-1
SIDG03371,CALM2,-1,1,1,-1,0,1,0,0,-1,1,-1,-1,1,-1,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,1,0,0,1,0,0,0,0,0,1,0
SIDG03376,CALM3,0,-1,1,1,1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,1,-1
SIDG03379,CALML4,0,0,-1,1,0,0,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,0,0,0,-1,0,0,0,0,0,1,-1
SIDG03381,CALML6,0,-1,2,1,0,1,1,1,-1,-1,-1,2,0,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,2,1,0,-1,-1,-1
SIDG03388,CAMK1,0,1,0,-1,0,1,0,1,1,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,1,-1,-1,0,-1,0,1,0,0,-1,-1,-1,0,1,0,0,0,1
SIDG03389,CAMK1D,0,-1,-1,-1,-1,-1,0,-2,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,1,-1,1,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-2,0,-1,0,0,0
SIDG03391,CAMK2A,0,-1,1,1,1,1,0,1,1,2,1,1,-1,-1,1,2,1,0,-1,-1,1,0,1,1,0,-1,0,1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,1
SIDG03392,CAMK2B,-1,1,0,1,1,1,1,1,-1,1,1,-1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,0,0,1,1,0,0,0,0,1,0,1
SIDG03393,CAMK2D,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,-1,-1,0
SIDG03394,CAMK2G,0,-1,-1,-1,-1,-1,-1,2,1,1,1,0,-1,-1,-1,-1,1,0,-1,0,0,1,0,1,1,-1,0,0,0,1,0,-1,0,0,0,0,0,-2,1,0,1,0,1
SIDG03397,CAMK4,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,-1,0,1,0,1,1,0,-1,0,-1,0,1,0,1,1,0,0,0,0,0,0,-1,0,1,1
SIDG03399,CAMKK2,0,1,0,0,0,-1,0,1,1,-1,1,-1,0,-2,0,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,1,0,-1,1,1,0,-1,0,0,0,0,0,0,1
SIDG03450,CARD6,0,2,0,0,1,1,1,1,1,0,1,1,1,-1,1,0,1,1,2,2,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
SIDG03451,CARD8,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,1,-1
SIDG03453,CARD9,0,0,-1,0,0,-1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,0,0,-1,0,0,0,-1,-1,-1
SIDG03454,CARD10,-1,1,1,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-2,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1
SIDG03455,CARD11,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,2,1,-1,1,2,0,1,1,1,-1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,-1,1
SIDG03456,CARD14,0,2,0,-1,1,1,0,1,-1,1,1,-1,0,-1,1,-1,1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,0,-1,1,-1,0,1,1,0,0,0,1,1,1
SIDG03457,CARD16,0,-1,-1,-1,0,1,1,1,1,0,1,-1,0,1,-1,1,1,1,2,1,0,0,-1,-1,-1,1,1,-1,0,0,1,-1,1,0,0,1,0,0,0,0,1,-1,-1
SIDG03502,CASP1,0,-1,-1,-1,0,1,1,1,1,0,1,-1,0,1,-1,1,1,1,2,1,0,0,-1,-1,-1,1,1,-1,0,0,1,-1,1,0,0,1,0,0,0,0,1,-1,-1
SIDG03507,CASP3,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-2,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-2,0,0,0,0,-1,0
SIDG03509,CASP4,2,-1,-1,-1,0,1,1,1,1,2,1,-1,0,1,-1,1,1,1,2,1,0,0,-1,-1,-1,1,1,-1,0,0,1,-1,1,0,0,1,0,0,0,0,1,-1,-1
SIDG03512,CASP7,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,1,1,0,-1,-2,1,1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,2,0,-1,0,0,0,0
SIDG03513,CASP8,0,-1,1,1,0,1,0,0,-1,0,-1,0,1,0,0,-1,1,1,0,-1,-1,1,1,1,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,-1,0,1,0,0
SIDG03515,CASP9,0,-1,2,1,0,1,1,0,-1,0,-1,2,0,0,1,-1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,0,-1,-1
SIDG03516,CASP10,0,-1,1,1,0,1,0,0,-1,0,-1,0,1,0,0,-1,1,1,0,-1,-1,1,1,1,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,-1,0,1,0,0
SIDG03529,CAT,0,0,-1,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,1,-1,0,-1,0,-1,1,0,-1,1,0,0,0,0,1,0,0
SIDG03557,CBL,-1,-1,-1,-1,0,2,-1,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,-1,0,1,-1,0,-1,1,-1,1,0,0,1,-1,0,0,0,1,-1,-1
SIDG03558,CBLB,0,1,1,1,0,-1,0,1,-1,1,1,1,1,1,0,2,0,0,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,-2,-1,0,0,1,1
SIDG03795,CCL2,0,0,0,0,1,1,0,-1,-1,-1,1,-1,0,0,1,-1,1,1,-1,0,-1,1,1,1,0,-1,1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0
SIDG03796,CCL3,0,0,0,0,1,1,0,-1,-1,-1,1,-1,0,0,1,-2,1,-1,-1,0,-1,1,1,1,0,-1,1,0,-1,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0
SIDG03803,CCL5,0,0,0,0,1,1,0,-1,-1,1,1,-1,0,0,1,-1,1,-1,-1,0,-1,1,1,1,0,-1,1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0
SIDG03815,CCL20,0,0,1,1,0,1,-1,0,-1,-1,-1,0,1,1,0,0,1,1,0,-1,-1,1,-1,1,0,1,0,0,0,1,-1,-1,1,0,0,-1,0,0,-1,0,0,0,0
SIDG03821,CCL26,-1,1,-1,-1,1,1,1,1,-1,-1,1,-1,2,1,-1,1,1,-1,1,0,-1,1,1,-1,1,1,1,1,-1,1,0,1,0,0,1,-1,0,0,1,0,1,0,0
SIDG03822,CCL27,2,-1,1,1,0,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,2,-1,0,-1,0,-1,0,-1
SIDG03823,CCL28,0,2,0,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1
SIDG03826,CCNA1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,0,-1,-1,0,0,-1,0,-1,-1,1
SIDG03827,CCNA2,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,-1,-1,0
SIDG03828,CCNB1,1,0,1,-1,1,0,1,-1,1,-1,1,0,0,-1,1,0,1,-1,-1,0,1,0,1,-1,-1,-1,0,-1,0,1,0,0,1,0,0,-1,0,0,0,-1,1,1,1
SIDG03833,CCNB2,0,0,-1,1,0,0,1,-1,-1,-1,0,0,0,1,1,-1,-1,0,1,0,-1,0,0,-1,-1,-1,1,0,1,1,-1,-1,0,0,0,-1,-1,0,0,0,0,1,0
SIDG03838,CCND1,2,2,1,-1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,2,0,-1,0,-1,1,1,1,1,2,0,-1,1,1,1,0,0,1,-1,0,0,0,1,0,0
SIDG03839,CCND2,-1,0,-1,0,0,1,0,-1,1,0,-2,-1,0,-1,0,1,-1,1,0,-1,0,1,-1,1,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,0,0,-1,0,1,0,1
SIDG03842,CCND3,0,-1,-1,1,0,1,-1,0,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,0,-1,1,-1,1,-1,0,0,-1,2,-2,1,0,-1,1,-1,0,1,0,0,-1,-1
SIDG03846,CCNE1,0,-1,1,1,1,0,-1,-1,1,2,-1,2,1,-1,0,-1,0,-1,0,0,-1,0,1,1,-1,1,0,0,-1,-1,0,-1,-1,0,0,1,-1,0,0,0,-1,1,0
SIDG03847,CCNE2,0,1,1,1,0,-1,0,1,1,0,1,-1,1,1,0,1,-1,1,1,1,1,0,1,1,1,2,1,1,0,0,1,1,1,1,1,-1,2,0,0,0,0,0,1
SIDG03849,CCNG1,0,-1,1,1,1,1,0,1,1,2,2,1,0,0,1,0,1,0,1,1,1,0,1,1,0,-1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
SIDG03851,CCNG2,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG03853,CCNH,0,0,1,-1,1,0,1,1,1,-1,1,0,0,0,1,0,1,-1,-1,1,1,0,1,1,1,-1,0,-1,1,1,0,1,1,0,0,0,0,-2,0,-1,1,1,1
SIDG03880,CCR1,-1,1,0,0,0,1,0,1,1,-1,0,0,-1,-1,0,1,0,-1,-1,-1,0,0,-1,0,0,1,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,1,0,0,-1,-1
SIDG03883,CCR4,-1,1,0,0,0,1,0,1,1,0,1,0,-1,-1,0,1,1,0,1,-1,0,0,-1,1,0,1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,-1
SIDG03886,CCR7,1,0,0,0,1,1,0,-1,-1,-1,1,-1,0,0,1,-1,1,-1,-1,0,-1,1,0,0,0,-1,0,0,0,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0
SIDG03889,CCR10,1,0,0,-1,1,1,0,1,1,-1,1,1,0,0,1,-1,1,-1,-1,0,-1,1,1,0,0,-1,-1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,-1,1,0
SIDG03937,CD4,-1,0,-1,0,0,1,0,-1,1,0,-2,-1,0,-1,-2,1,-1,1,0,-1,0,1,-1,1,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,0,0,-1,0,1,0,1
SIDG03942,CD8A,0,1,1,-1,0,1,0,0,1,0,-1,0,1,1,0,-1,1,1,0,-1,-1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
SIDG03946,CD14,0,0,1,1,1,1,0,1,0,2,1,1,-1,-1,1,-1,1,0,0,-1,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
SIDG03947,CD19,0,-1,1,1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0
SIDG03948,CD22,0,-1,1,1,1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,0,-1,1,0
SIDG03956,CD28,0,-1,1,1,0,1,0,0,-1,0,-1,0,1,1,0,-1,1,1,0,-1,-1,1,1,1,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,-1,0,1,0,0
SIDG03959,CD36,-1,1,1,0,2,1,1,1,-1,1,1,1,2,1,0,2,1,1,2,1,1,2,2,0,2,1,1,1,1,1,0,2,0,1,1,-1,1,0,1,0,1,1,1
SIDG03961,CD38,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,1,-1,0,0,0,0,-1,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,-1,-1,1
SIDG03962,CD40,0,1,0,1,0,1,0,1,1,1,1,1,1,1,-1,1,-1,1,0,0,1,0,1,-1,1,1,1,1,0,1,1,-1,1,1,1,0,-1,0,0,0,1,0,1
