gene_id,symbol,SK-OV-3,SK-MEL-5,SK-MEL-28,SF539,SF295,SF268,RPMI-8226,PC-3,OVCAR-8,OVCAR-4,T47D,OVCAR-3,UACC-62,UACC-257,U251,U031,NCI-H522,NCI-H322M,EKVX,DU-145,BT-549,ACHN,A498,HOP-62,HOP-92,Hs-578-T,HT-29,NCI-H23,NCI-H226,NCI-H460,MDA-MB-231,MCF7,LOXIMVI,KM12,IGROV-1,MDA-MB-468,HCT-116,HCT-15,K-562,HL-60,SW620,A549,CAKI-1
SIDG06560,DIAPH1,0,0,1,1,1,1,0,-1,0,2,1,1,-1,-1,1,-1,1,0,0,0,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,0,0,1
SIDG06604,DKK1,1,-1,-1,-1,1,-1,-1,2,1,1,1,1,-1,-1,0,0,1,1,1,1,0,1,1,-1,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
SIDG06605,DKK2,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,1,-1,0,-1,-1,0,0,0,0,-1,-1,0
SIDG06621,DLG1,0,1,1,1,0,-1,1,0,-1,-1,2,1,1,0,1,1,1,1,-1,0,0,-1,-1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,0,0,0,1,-1,1
SIDG06623,DLG2,0,-1,-1,-1,0,1,1,1,1,0,1,-1,0,1,-1,1,1,-1,2,1,0,0,-1,-1,-1,1,1,-1,0,0,1,1,1,0,0,1,-2,0,0,0,1,1,-1
SIDG06627,DLG4,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,-1,-1,0,1,1,1,-1,-1,1,-1,-1,0,1,0,-1,0,0,0,-1,-1,0,-1,-1,1,1,-1
SIDG06645,DLL1,0,-1,0,-2,0,1,0,0,-1,1,-1,-1,-1,-1,0,-1,0,-1,0,-1,1,0,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,0,-1,0,0,0,1,0,-1,-1,-1
SIDG06646,DLL3,0,-1,1,1,1,0,-1,-1,-1,1,-1,2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,0,-1,1,-1
SIDG06647,DLL4,2,0,-1,1,-1,0,-1,1,-1,-1,0,0,-1,-1,0,-2,0,1,1,0,-1,0,0,-1,-1,-1,1,0,-1,1,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0
SIDG06808,DNM1L,2,1,1,1,0,1,1,-1,0,1,1,1,1,0,0,1,0,2,1,-1,0,2,-1,1,1,-1,1,1,0,-1,-1,0,1,0,0,-1,0,0,0,0,1,0,1
SIDG06861,DOCK2,0,-1,1,1,1,1,0,1,1,2,1,1,-1,-1,1,-1,1,1,0,-1,1,0,1,1,0,-1,0,1,1,1,0,1,-1,0,0,1,0,0,0,0,0,0,1
SIDG06863,DOCK4,-1,1,1,0,1,1,1,1,-1,2,-1,0,2,1,0,2,1,-1,2,1,0,2,1,0,2,1,1,1,1,-2,0,2,-1,0,1,0,0,0,1,0,1,1,1
SIDG06982,DRD2,-1,-1,-1,-1,0,1,1,1,1,0,1,-1,-1,0,-1,1,1,1,-1,0,0,0,-1,-1,-1,0,1,-1,0,-1,1,-1,1,0,0,1,0,0,0,0,1,-1,-1
SIDG07036,DTX1,0,1,0,0,0,-1,0,1,1,-1,1,0,0,2,-1,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,0,1,0,-1,1,1,0,-1,0,0,0,0,0,0,1
SIDG07037,DTX2,-1,1,-1,-1,1,1,1,1,-1,-1,1,-1,2,1,-1,1,1,-1,1,0,-1,1,1,-1,1,1,1,1,-1,1,0,1,0,0,1,-1,0,0,1,0,1,0,0
SIDG07040,DTX3,0,0,-1,-1,0,0,0,1,1,0,1,1,0,-1,-1,1,-1,1,-1,0,-1,1,-1,0,0,-1,0,1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,0,0,1
SIDG07041,DTX3L,0,0,1,1,0,-1,0,1,1,1,0,2,1,0,0,1,-1,-1,-1,-1,1,0,-1,0,0,1,1,1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,1
SIDG07042,DTX4,1,-1,-1,-1,-1,1,-1,1,1,0,1,0,-1,0,0,1,1,-1,-1,0,0,0,-1,1,0,1,1,-1,0,-1,0,-1,1,0,0,1,0,0,0,0,1,0,0
SIDG07055,DUSP1,0,-1,1,1,1,1,0,1,1,2,0,1,-1,-1,1,-1,1,0,0,-1,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
SIDG07056,DUSP2,0,-1,1,1,0,1,0,0,1,0,-1,0,0,0,-1,-1,1,0,0,-1,-1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
SIDG07057,DUSP3,1,0,0,-1,1,1,0,1,1,-1,1,1,0,0,1,-1,1,-1,-1,0,-1,1,1,0,0,-1,-1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,-1,1,0
SIDG07058,DUSP4,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,-1,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0
SIDG07059,DUSP5,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,0,0,-2,1,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,0
SIDG07062,DUSP6,1,1,-1,0,0,0,0,1,-1,-1,1,0,1,-1,0,1,0,0,-1,1,-1,1,0,0,0,-1,0,1,0,1,0,1,1,2,0,-1,0,-2,0,0,0,0,1
SIDG07063,DUSP7,-1,1,-1,-1,0,-1,0,0,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,-2,0,0,-1,-1,-1,0,-1,0,-1,-1,-1
SIDG07064,DUSP8,-1,-1,0,-1,0,2,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-2,1,0,-1,-1,0,0,0,0,1,-1,-1
SIDG07071,DUSP10,0,0,0,0,0,1,1,1,-1,-1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,-1,1,0,-1,0,0,0,1,0,0,1,0,0,0,1
SIDG07078,DUSP16,-1,0,-1,0,0,1,0,-1,0,0,-2,2,0,0,0,1,0,1,0,-1,0,1,-1,1,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,0,0,-1,0,1,0,1
SIDG07165,DVL1,0,-1,2,1,0,1,1,1,-1,-1,-1,2,0,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,2,1,0,-1,-1,-1
SIDG07167,DVL2,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,-1,-1,0,1,1,1,-1,-1,1,-1,-1,0,1,0,-1,0,0,0,-1,-1,0,-1,-1,1,1,-1
SIDG07168,DVL3,0,1,1,1,0,-1,1,0,-1,0,2,1,1,-1,1,1,1,1,-1,1,0,0,-1,-1,1,1,0,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,1
SIDG07227,E2F1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,-1,1,0,0,1,0,1,-1,1,1,1,0,0,1,1,-1,1,1,1,0,0,0,0,0,1,0,1
SIDG07228,E2F2,0,-1,2,1,0,-1,1,0,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,0,1,0,-1,-1,-1
SIDG07229,E2F3,1,1,0,1,0,1,1,0,1,2,1,0,0,1,0,0,2,-1,-1,1,1,0,-1,1,-1,1,0,-1,0,0,1,1,1,-1,-1,1,2,0,1,0,0,-1,-1
SIDG07233,E2F4,1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,0,0,-1,1,1,0,0,-1,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,2,0,1
SIDG07235,E2F5,1,1,1,1,0,-1,0,1,0,1,1,0,1,2,0,2,0,1,2,1,1,0,1,1,1,2,1,1,0,0,1,1,1,1,1,-1,2,0,0,0,0,1,1
SIDG07250,EBAG9,1,1,1,1,0,-1,1,1,1,-1,2,0,1,2,0,2,0,-1,-1,1,1,0,1,1,1,2,1,1,1,0,1,2,2,2,1,-1,2,0,0,0,0,1,1
SIDG07289,ECSIT,0,-1,0,-1,1,0,0,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,0,0,0,-1,-1,-1
SIDG07309,EDN1,0,1,0,1,0,1,1,0,1,2,0,0,-1,1,0,-1,1,-1,-1,0,1,0,-1,1,-1,1,0,-1,0,-1,1,1,1,-1,-1,1,0,0,1,0,0,-1,-1
SIDG07312,EDNRA,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,-1,1,-2,-1,0,0,0,0,-1,-1,0,-1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,0
SIDG07313,EDNRB,-1,1,-1,1,0,-2,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,1,0,0,-1,0,1,-1,-1
SIDG07402,EEF2,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1
SIDG07403,EEF2K,0,-1,1,0,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,-1,0,-1,-1,1,1,-2,-1,-2,0,-1,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,-2,-1
SIDG07435,EFNA1,-1,1,0,1,0,1,1,1,-1,1,1,1,0,-1,1,-1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,1
SIDG07436,EFNA2,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1
SIDG07437,EFNA3,-1,1,0,1,0,1,1,1,-1,1,1,1,0,-1,1,-1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,1
SIDG07438,EFNA4,-1,1,0,1,0,1,1,1,-1,1,1,1,0,-1,1,-1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,1
SIDG07439,EFNA5,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,-1,0,1,0,1,1,1,-1,0,-1,1,1,0,1,1,0,0,0,0,0,0,-1,0,1,1
SIDG07447,EGF,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,-1,-1,0
SIDG07457,EGFR,-1,1,0,2,1,1,1,1,-1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,-2,0,-1,0,0,1,2,0,0,0,0,1,0,1
SIDG07460,EGLN1,0,0,0,0,0,1,1,1,1,1,1,0,1,-1,0,-1,1,1,0,0,1,1,1,0,1,0,0,0,-1,1,0,-1,0,0,1,1,0,0,1,0,0,0,1
SIDG07462,EGLN2,0,-1,1,1,1,0,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,0,-1,1,-1
SIDG07463,EGLN3,0,-1,-1,0,-1,-1,-1,1,1,0,1,-1,0,0,0,-1,0,1,0,2,-1,0,-1,0,1,0,-1,0,0,1,0,1,0,0,0,-1,0,0,-1,0,0,0,-1
SIDG07467,EGR1,2,0,1,1,1,1,0,-1,0,2,0,1,-1,-1,1,-1,1,0,0,-1,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,0,0,0,-1,0,0,1
SIDG07468,EGR2,0,-1,-1,-1,-1,-1,-1,2,1,1,1,1,-1,-1,0,0,1,1,0,1,0,1,-1,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
SIDG07469,EGR3,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,0,-2,0,-1,0,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,2,0,0,0,-1,0
SIDG07484,EI24,-1,-1,-1,-1,0,-1,-1,1,-1,1,2,-1,-1,-1,-1,1,1,1,-1,0,0,0,-1,1,-1,0,1,-1,0,-1,1,-1,1,0,0,1,0,0,0,0,1,-1,-1
SIDG07588,EIF4B,0,0,-1,-1,0,0,0,1,-1,0,1,0,0,2,-1,1,-1,0,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,1,1,0,0,-1,-1,0,0,0,1,0,1
SIDG07598,EIF4E,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,-1,-1,0
SIDG07600,EIF4E2,0,0,1,1,0,1,-1,0,-1,-1,-1,-1,1,0,0,-1,1,0,0,-1,-1,1,-1,0,-1,1,0,0,0,1,-1,-1,1,0,0,-1,0,0,-1,0,0,0,0
SIDG07604,EIF4EBP1,0,0,-1,1,0,-1,-1,-1,1,-1,1,1,0,-2,0,0,0,-1,-1,0,1,0,-1,0,-1,1,-1,-1,0,-1,-1,-1,1,0,1,-1,0,0,0,0,0,0,0
SIDG07642,ELAVL1,0,-1,0,-1,1,0,0,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,-1,-1,-1
SIDG07656,ELF5,0,0,-1,0,0,2,-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,1,-1,0,-1,0,-1,1,0,-1,1,0,0,0,0,1,0,0
SIDG07665,ELK4,2,0,0,1,0,1,1,0,-1,-1,1,2,0,-1,1,0,1,1,2,0,1,1,1,-1,1,0,-1,0,-1,1,0,2,0,-1,0,1,-1,0,1,0,-1,0,1
SIDG07673,ELMO1,-1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,-1,0,1,1,0,0,0,0,1,0,1
SIDG07797,ENO1,0,-1,2,1,0,1,1,0,-1,0,-1,2,0,1,0,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,0,-1,-1
SIDG07804,ENO2,-1,0,-1,0,0,1,0,-1,1,0,-2,-1,0,-1,0,1,-1,1,0,-1,0,1,-1,1,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,0,0,-1,0,1,0,1
SIDG07805,ENO3,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,1,1,1,-1,-1,1,-1,-1,0,1,0,-1,0,0,0,-1,-1,0,-1,-1,1,1,-1
SIDG07806,ENO4,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,1,1,0,0,-2,1,0,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,2,0,-1,0,0,0,0
SIDG07855,EP300,-1,1,1,-1,1,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,0,-1,0,-1,-1,-1
SIDG07878,EPHA2,0,-1,2,1,0,1,1,0,-1,0,-1,2,0,0,1,-1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,-1,-1,-1
SIDG07906,EPOR,0,-1,0,-1,1,0,0,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,0,0,0,-1,-1,-1
SIDG07927,ERBB2,2,0,0,0,1,1,0,-1,-1,-1,0,-1,0,0,1,-1,1,-1,-1,0,-1,1,0,0,0,-1,0,0,0,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0
SIDG07928,ERBB3,0,0,-1,-1,0,0,0,1,1,0,1,0,0,-1,-1,1,-1,1,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,0,1
SIDG07929,ERBB4,0,0,1,1,0,1,1,0,-1,0,-1,0,1,1,0,-2,-1,1,1,-1,-1,1,0,1,-2,1,0,0,-1,1,-1,1,-2,-1,0,-1,-2,-2,-1,0,1,0,-2
SIDG07946,EREG,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG08125,ESPL1,0,0,-1,-1,0,0,0,1,1,0,1,0,0,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,1,1,0,0,-1,-1,0,0,0,1,0,1
SIDG08129,ESR1,1,-1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,1,0,-1,-1,0,-1,-1,1,0,0,-1,1,0,0,-1,0,0,0,1,0,1,-1,-1
SIDG08130,ESR2,0,-1,-1,0,-1,0,-1,1,1,0,1,1,1,0,0,-1,-1,1,0,1,-1,0,-1,0,1,-1,-1,0,0,1,0,2,0,0,0,-1,0,0,-1,-1,0,0,-1
SIDG08163,ETS1,-1,-1,-1,-1,0,-1,-1,1,-1,1,2,-1,-1,-1,-1,1,1,1,-1,0,0,0,-1,-1,-1,-2,1,-1,0,-1,1,-2,1,0,0,1,0,0,0,0,1,-1,-1
SIDG08164,ETS2,0,-1,0,0,1,0,1,0,-1,1,0,1,-1,-1,0,-1,1,-1,-1,1,0,0,1,1,-1,1,-1,-1,0,-1,0,1,1,-1,-1,1,0,0,1,0,0,-1,-1
SIDG08177,EVC,-1,-1,-1,1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-2,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,1
SIDG08178,EVC2,-1,-1,-1,1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-2,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,1
SIDG08199,EXOC2,0,1,0,1,0,1,1,0,1,2,0,0,-1,1,0,-1,1,-1,-1,0,1,0,-1,1,-1,1,0,2,0,-1,1,1,1,-1,-1,1,0,0,1,0,0,-1,-1
SIDG08210,EXOC7,0,1,0,-1,1,1,0,1,1,1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,1,1,1,-1,-1,0,0,1,0,-1,1,-1,0,1,1,0,0,0,1,1,1
SIDG08250,F2R,0,0,1,-1,1,0,1,-1,1,-1,1,0,0,-1,1,0,1,-1,-1,0,1,0,1,1,0,-1,0,-1,0,1,0,0,1,0,0,-1,0,0,0,-1,1,1,1
SIDG08253,F2RL3,0,-1,1,1,1,0,0,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,0,0,0,-1,-1,-1
SIDG08254,F3,1,-1,0,1,0,1,-1,1,2,2,-1,0,-1,1,1,0,1,0,1,-1,1,0,-1,-1,1,1,0,0,0,-1,1,-1,0,0,0,1,0,0,0,0,0,-1,-1
SIDG08310,FADD,2,2,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,2,0,-1,0,-1,1,1,1,1,2,0,-1,1,1,1,0,0,1,-1,0,0,0,1,0,0
SIDG08809,FARP2,0,-1,1,1,0,1,-1,0,-1,-1,-1,-1,1,-1,0,-1,1,0,-2,-1,-1,1,-1,0,-1,1,-1,0,-1,1,-1,-2,-1,0,-1,-1,0,0,-1,0,0,0,0
SIDG08815,FAS,-1,-1,-1,-2,-1,-1,-1,-1,0,0,1,1,-1,-1,0,-1,1,0,0,0,0,1,-1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,1
SIDG08818,FASN,0,2,0,1,1,1,0,1,-1,1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,0,-1,1,-1,0,-1,1,0,0,0,1,1,1
SIDG08849,FBP1,0,0,0,1,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,1,0,1,-1,-1,-1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,-1,-1
SIDG08850,FBP2,0,0,0,1,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,1,0,1,-1,-1,-1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,-1,-1
SIDG08892,FBXO25,0,-2,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,-1,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,0,0,0,0,0,0,0
SIDG08897,FBXO32,0,1,1,1,0,1,0,1,2,-1,1,-1,1,1,0,1,1,1,0,1,1,0,1,1,1,2,2,1,0,0,1,2,2,1,1,-1,2,0,0,0,0,0,1
SIDG08923,FBXW11,0,-1,1,1,1,1,0,1,1,2,0,1,-1,-1,1,-1,1,1,0,-1,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
SIDG08929,FCER1G,-1,0,0,1,0,1,1,0,-1,1,1,0,0,0,1,-1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,1
SIDG09045,FGF1,0,-1,1,1,1,1,0,-1,0,2,1,1,-1,-1,1,-1,1,0,0,0,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,0,0,1
SIDG09046,FGF2,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,-1,-1,0
SIDG09049,FGF5,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG09051,FGF7,0,0,-1,1,-1,0,2,-1,-1,-1,0,0,0,1,1,-2,0,0,1,1,-1,0,0,-1,-1,-1,1,0,1,1,-1,2,0,0,0,-1,0,0,0,0,0,-1,0
SIDG09060,FGF8,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,-1,1,-1,0,0,0,1,0,1,0,-1,0,0,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,0
SIDG09076,FGF17,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,0,-2,0,-1,0,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,2,0,0,0,-1,0
SIDG09077,FGF18,0,-1,1,1,1,1,1,1,1,2,1,1,-1,-1,1,-1,1,1,0,-1,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
SIDG09078,FGF19,2,2,1,-1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,2,0,-1,0,-1,1,1,1,1,2,0,-1,1,1,1,0,0,1,-1,0,0,0,1,0,0
SIDG09081,FGF22,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1
SIDG09086,FGFR1,0,0,-1,1,0,-1,-1,-1,1,-1,1,-2,-1,-1,0,0,0,-1,-1,0,1,0,-1,0,-1,1,-1,-1,0,-1,-1,-1,1,0,1,-1,0,0,0,0,0,0,0
SIDG09090,FGFR2,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,1,1,1,0,-2,1,-1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,2,0,-1,0,0,0,0
SIDG09091,FGFR3,-1,-1,-1,1,0,-2,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,1
SIDG09098,FGFR4,0,-1,1,1,1,1,0,1,1,2,0,1,-1,-1,1,-1,1,0,0,-1,1,0,1,1,0,-1,0,1,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,1
SIDG09104,FGR,0,-1,1,1,0,1,1,0,1,0,-1,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,-1
SIDG09173,FLCN,-1,0,-1,0,0,1,-1,-1,-1,-1,-1,1,0,-1,1,-1,0,1,-1,-2,1,1,0,1,-1,1,-1,-1,-1,1,0,-1,1,0,0,-1,-1,0,-1,-1,0,1,-1
SIDG09181,FLNB,-1,1,0,-1,0,-1,0,1,1,0,-1,-1,-1,-2,0,1,0,-1,-1,-1,0,0,-1,0,0,1,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,-1,0,0,-1,-1
SIDG09183,FLNC,-1,1,1,0,1,1,1,1,1,1,-1,0,1,1,1,1,1,-1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
SIDG09185,FLOT1,0,-1,-1,1,0,1,1,0,1,1,0,1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,0,-1,1,-1,0,-1,-1,1,0,1,-1,-1,1,-1,0,1,0,0,-1,-1
SIDG09186,FLOT2,2,0,0,0,1,1,0,-1,-1,-1,1,1,0,0,1,-1,-1,-1,-1,0,-1,1,0,1,0,-1,0,0,0,1,0,-1,1,0,0,0,0,0,1,0,0,1,0
SIDG09190,FLT1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,-1,-1,0,0,-1,0,-1,-1,1
SIDG09192,FLT3,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,-1,-1,0,0,-1,0,-1,-1,1
SIDG09193,FLT3LG,0,-1,1,1,1,-1,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,1,-1
